@RELATION movies

@ATTRIBUTE director_facebook_likes 	{Low,Average,High}
@ATTRIBUTE highest_actor_rating 	{A,B,C,D,F}}
@ATTRIBUTE genre	{Sci-Fi,Action,Animation,Family,Documentary,Romance,Comedy,Drama,Horror,Thriller}
@ATTRIBUTE num_voted_users 	{Low,Average,High}
@ATTRIBUTE content_rating 	{Approved,G,NC-17,PG,PG-13,R,Unrated}
@ATTRIBUTE budget 	{Low,Medium,High}
@ATTRIBUTE imdb_score	{Excellent,Good,Above_Average,Average,Below_Average,Poor,Awful}

@DATA
Average,F,Thriller,Low,PG-13,High,Below_Average
Low,F,Comedy,Average,R,High,Average
Average,C,Drama,Average,R,High,Average
Low,F,Action,Low,PG-13,High,Average
Low,F,Thriller,Average,R,High,Below_Average
Low,D,Romance,High,PG-13,Medium,Average
Average,F,Thriller,Average,R,High,Below_Average
Low,D,Thriller,Low,R,High,Below_Average
Low,F,Thriller,Average,R,High,Average
Low,F,Family,Low,PG,High,Poor
Low,C,Thriller,Average,PG,High,Above_Average
Low,F,Romance,Low,PG,High,Poor
Low,F,Comedy,Average,PG-13,High,Average
Average,F,Drama,Low,PG-13,High,Average
Low,F,Drama,Average,R,High,Good
Low,F,Action,Low,R,High,Average
Low,F,Sci-Fi,High,PG-13,Medium,Average
Low,F,Comedy,Average,R,High,Below_Average
High,F,Romance,Average,PG,Medium,Above_Average
Low,C,Sci-Fi,High,PG-13,High,Above_Average
Low,F,Thriller,Low,R,Medium,Below_Average
Low,D,Thriller,Average,R,High,Below_Average
Low,F,Romance,Average,PG-13,Medium,Above_Average
Low,A,Sci-Fi,Average,R,Medium,Below_Average
Low,F,Romance,Low,PG-13,Medium,Below_Average
Low,C,Comedy,Average,PG-13,High,Below_Average
Average,F,Romance,Low,PG,High,Above_Average
Low,D,Thriller,High,R,High,Above_Average
Low,F,Thriller,Average,R,Medium,Below_Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Horror,Average,PG-13,Medium,Poor
Low,F,Romance,Average,PG-13,Medium,Average
Low,C,Horror,Average,R,Medium,Below_Average
Low,F,Thriller,High,R,Medium,Average
Low,F,Romance,Average,PG-13,Low,Average
Low,B,Thriller,High,R,Medium,Average
Low,D,Comedy,Average,R,High,Average
Low,D,Sci-Fi,High,PG,Medium,Good
Average,D,Romance,High,R,Medium,Above_Average
High,C,Family,High,PG,Medium,Average
Low,F,Sci-Fi,Average,PG,Medium,Average
Average,D,Romance,Average,PG-13,Medium,Above_Average
Low,F,Comedy,High,R,Medium,Average
Low,C,Romance,High,R,Medium,Average
Low,F,Horror,Average,R,Medium,Average
Low,C,Drama,High,R,Medium,Above_Average
Low,C,Thriller,Average,PG-13,Medium,Average
Low,A,Comedy,Average,R,High,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,D,Sci-Fi,High,PG-13,Medium,Above_Average
Low,F,Thriller,Average,R,Medium,Above_Average
Average,D,Thriller,High,R,Medium,Average
High,C,Comedy,Average,PG,High,Below_Average
Low,F,Family,Low,PG,Medium,Average
Low,D,Thriller,High,R,Medium,Above_Average
High,D,Thriller,Average,R,High,Average
Low,F,Sci-Fi,High,R,Medium,Average
Low,F,Family,Low,PG,Medium,Below_Average
Low,D,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Animation,Low,G,Medium,Average
Low,D,Drama,Low,R,Medium,Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Romance,Low,PG,Medium,Below_Average
Low,D,Action,High,R,Medium,Good
Low,F,Comedy,Average,R,Medium,Average
Low,F,Drama,Average,PG,Low,Above_Average
Average,D,Romance,Average,PG,Medium,Above_Average
Low,C,Thriller,High,R,Medium,Above_Average
Low,D,Comedy,High,R,Medium,Good
Low,D,Drama,Average,PG-13,Medium,Average
Low,F,Horror,Average,PG-13,Medium,Average
Low,F,Sci-Fi,High,PG-13,Medium,Above_Average
Low,F,Sci-Fi,Average,PG-13,High,Below_Average
Low,B,Comedy,Average,R,Medium,Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Comedy,High,PG-13,High,Above_Average
Low,D,Comedy,High,PG-13,Medium,Average
Low,F,Comedy,High,R,Medium,Average
Average,D,Animation,High,G,Medium,Good
Low,C,Thriller,High,R,Medium,Above_Average
Low,C,Romance,High,PG-13,Medium,Average
Low,D,Drama,Low,PG,Medium,Average
Low,A,Drama,High,PG,Medium,Above_Average
Average,F,Thriller,High,PG,Medium,Above_Average
Average,D,Drama,High,PG-13,Medium,Above_Average
Low,F,Comedy,High,PG-13,Medium,Average
Low,F,Romance,High,PG-13,High,Average
Low,F,Comedy,High,PG-13,Medium,Average
Low,D,Family,High,G,High,Average
Low,F,Comedy,Average,PG,Medium,Average
High,D,Thriller,High,R,Medium,Good
Low,C,Animation,Average,PG,Medium,Above_Average
High,F,Thriller,High,R,Medium,Good
High,C,Drama,High,PG-13,Medium,Good
High,C,Comedy,High,R,Medium,Average
Average,A,Romance,High,PG-13,Medium,Above_Average
Low,F,Comedy,High,PG-13,Medium,Average
Low,F,Family,Average,G,Medium,Poor
Low,F,Romance,Low,R,Medium,Average
Average,D,Action,High,R,Medium,Above_Average
Average,B,Romance,High,R,Medium,Above_Average
Average,F,Comedy,High,R,Medium,Above_Average
Low,F,Horror,High,PG-13,High,Average
Low,C,Sci-Fi,High,R,Medium,Above_Average
Low,F,Romance,Low,PG-13,Medium,Below_Average
Low,D,Comedy,Average,PG-13,Medium,Average
Low,D,Comedy,High,R,Medium,Above_Average
Average,F,Thriller,High,R,High,Average
Low,F,Comedy,Average,PG-13,Medium,Average
Low,F,Romance,Low,PG-13,Medium,Below_Average
Low,D,Comedy,Average,PG,Medium,Below_Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Romance,High,PG-13,High,Average
Low,A,Drama,High,R,Medium,Above_Average
Low,C,Romance,Average,PG-13,High,Average
Low,D,Sci-Fi,Average,PG,Medium,Below_Average
Low,F,Family,Low,PG,Medium,Below_Average
Low,F,Comedy,Average,PG-13,Medium,Average
Low,C,Romance,High,PG-13,Medium,Above_Average
Low,F,Comedy,Average,PG,Medium,Average
Low,F,Thriller,Average,R,Medium,Average
High,A,Animation,High,PG,High,Above_Average
Average,F,Thriller,High,R,Medium,Above_Average
Average,D,Drama,High,R,Medium,Above_Average
Low,F,Horror,High,PG-13,Medium,Average
Low,D,Romance,High,PG-13,Medium,Above_Average
Low,F,Family,Average,PG,Medium,Above_Average
Low,F,Romance,Average,PG-13,Medium,Average
Low,F,Romance,Average,PG-13,Medium,Below_Average
Average,D,Romance,High,PG-13,High,Above_Average
Low,F,Horror,High,R,Medium,Average
Low,B,Horror,High,R,Medium,Above_Average
Low,F,Comedy,High,PG-13,Medium,Awful
Low,C,Thriller,Average,R,Medium,Above_Average
Average,F,Sci-Fi,High,R,Medium,Average
Low,D,Horror,Average,PG-13,Medium,Average
Average,F,Thriller,High,PG-13,Medium,Average
Low,F,Sci-Fi,Average,PG-13,Medium,Awful
High,D,Comedy,Average,PG-13,Medium,Average
Low,C,Horror,High,R,Medium,Below_Average
Low,F,Drama,Average,PG-13,Medium,Average
Low,D,Drama,Average,PG-13,Medium,Average
Low,F,Comedy,Low,PG-13,High,Below_Average
Low,F,Animation,High,PG-13,Medium,Above_Average
Low,C,Thriller,High,R,Medium,Above_Average
Low,F,Animation,Low,G,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Medium,Awful
Average,F,Comedy,Average,R,Medium,Average
Low,F,Drama,Low,PG-13,Medium,Average
Low,D,Drama,Low,R,Medium,Above_Average
Low,C,Sci-Fi,Average,R,Medium,Below_Average
Average,F,Sci-Fi,Average,PG-13,Medium,Below_Average
Average,F,Horror,Average,R,Medium,Average
Low,F,Thriller,Average,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,High,Below_Average
Low,F,Comedy,Average,R,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Average,D,Thriller,High,PG-13,High,Above_Average
Low,D,Horror,Average,PG-13,Medium,Poor
Low,F,Thriller,Average,R,Medium,Average
Average,F,Thriller,Average,R,Medium,Average
Low,F,Romance,Low,R,Medium,Below_Average
Low,C,Horror,Average,PG-13,Medium,Below_Average
Average,D,Comedy,High,R,Medium,Average
Low,D,Thriller,Average,R,Medium,Below_Average
Low,D,Drama,Average,R,High,Above_Average
Low,D,Thriller,Average,PG-13,High,Below_Average
Low,F,Sci-Fi,Average,PG,High,Poor
Low,F,Thriller,Average,R,Medium,Average
Low,F,Horror,Average,PG-13,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Thriller,Average,PG-13,Medium,Above_Average
Low,F,Horror,High,R,Medium,Average
Low,C,Romance,Average,PG-13,Medium,Average
Low,F,Sci-Fi,Low,PG-13,Medium,Poor
Low,C,Thriller,Low,R,Medium,Below_Average
Low,F,Sci-Fi,Average,PG,High,Awful
Average,F,Thriller,High,R,High,Average
Low,C,Horror,Average,PG-13,Medium,Poor
Low,F,Comedy,Average,PG-13,Medium,Average
Low,F,Animation,Low,PG,Medium,Poor
Average,D,Drama,Average,PG-13,Medium,Above_Average
Low,F,Thriller,Average,R,Medium,Below_Average
Low,F,Thriller,Average,PG-13,Medium,Average
Average,C,Action,High,R,Medium,Above_Average
Low,F,Thriller,Average,R,Medium,Average
Low,D,Romance,Average,R,Medium,Above_Average
Low,F,Action,Average,PG-13,Medium,Poor
Low,D,Action,High,R,Medium,Above_Average
Low,B,Thriller,Average,R,Medium,Below_Average
Average,C,Drama,Average,R,Medium,Average
Low,D,Animation,Low,R,Medium,Above_Average
Low,D,Comedy,High,PG-13,Medium,Average
Average,F,Romance,High,PG-13,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Medium,Average
High,F,Drama,High,R,High,Above_Average
Low,F,Thriller,Average,R,Medium,Above_Average
Low,C,Comedy,Low,R,Medium,Below_Average
Average,D,Comedy,Low,R,Medium,Average
Low,F,Sci-Fi,High,R,Medium,Above_Average
Low,A,Animation,High,G,Medium,Good
Average,F,Drama,High,R,Medium,Above_Average
High,D,Action,High,PG,Medium,Above_Average
Low,F,Animation,Low,G,Medium,Below_Average
Low,D,Thriller,Average,R,High,Average
Low,A,Thriller,High,R,Medium,Average
Average,B,Thriller,High,R,Medium,Good
Low,A,Comedy,High,R,Medium,Above_Average
Low,F,Comedy,Average,R,Medium,Average
Low,F,Drama,Average,PG,Medium,Above_Average
Low,F,Horror,High,R,Medium,Above_Average
Low,D,Comedy,High,R,Medium,Above_Average
Average,F,Thriller,High,R,Medium,Above_Average
Low,C,Comedy,High,PG-13,Medium,Average
Low,F,Comedy,High,PG-13,Medium,Average
Average,F,Thriller,Average,PG-13,Medium,Average
Low,F,Family,Average,PG,Medium,Average
Low,F,Comedy,Average,PG,Medium,Average
Low,C,Horror,Average,R,Medium,Poor
Low,A,Family,Average,PG,Medium,Average
Low,D,Sci-Fi,High,R,Medium,Good
Low,D,Action,Average,R,Medium,Average
Average,F,Thriller,Average,PG-13,Medium,Average
Low,F,Thriller,Average,R,Medium,Average
Average,F,Horror,Low,R,Medium,Poor
Low,F,Romance,Average,PG-13,Medium,Below_Average
Low,F,Family,Average,PG,Medium,Below_Average
Low,F,Family,Low,PG,Medium,Below_Average
Low,B,Horror,Average,R,Medium,Poor
Low,F,Comedy,Low,R,Medium,Average
Low,F,Horror,Average,PG-13,Medium,Below_Average
High,F,Action,Average,PG-13,Medium,Above_Average
Low,C,Comedy,High,R,Medium,Average
Low,D,Comedy,High,R,Medium,Above_Average
Average,F,Drama,Average,PG-13,Medium,Above_Average
Low,F,Comedy,Low,PG-13,High,Below_Average
Low,B,Thriller,Average,R,Medium,Average
Low,D,Sci-Fi,Average,PG,Medium,Above_Average
Low,F,Drama,Low,PG-13,Medium,Average
Low,D,Thriller,Average,R,Medium,Average
Average,F,Comedy,High,R,Medium,Above_Average
Average,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Horror,Average,R,Medium,Below_Average
Low,F,Drama,Average,PG,Medium,Above_Average
Low,D,Action,Low,PG-13,Medium,Average
Low,D,Horror,Average,R,Medium,Average
Low,F,Thriller,Low,R,Medium,Below_Average
Low,F,Family,Low,PG,Medium,Average
Low,F,Family,Low,PG,Medium,Awful
Low,D,Thriller,Low,R,Medium,Average
Average,C,Comedy,Low,R,Medium,Average
Low,F,Horror,Average,R,Medium,Average
Low,C,Comedy,Average,R,Medium,Below_Average
Low,F,Comedy,High,PG,Medium,Below_Average
Low,F,Family,High,PG,Medium,Average
Low,F,Comedy,High,R,Medium,Above_Average
Low,F,Comedy,High,R,Medium,Above_Average
Low,D,Thriller,High,R,Medium,Average
Average,F,Comedy,High,PG-13,Medium,Average
Low,D,Comedy,High,R,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Medium,Above_Average
Low,F,Action,Average,R,Medium,Above_Average
Average,D,Horror,Average,R,Medium,Average
Low,F,Action,Average,PG,Medium,Above_Average
Low,F,Thriller,High,PG-13,Medium,Average
Low,F,Horror,High,R,Medium,Average
Low,F,Horror,High,R,Medium,Below_Average
Low,D,Comedy,High,R,Medium,Average
Low,C,Comedy,Average,PG-13,Medium,Average
Average,F,Sci-Fi,Low,PG,Medium,Below_Average
Average,F,Action,Average,PG-13,Medium,Above_Average
Low,C,Thriller,High,R,Medium,Above_Average
Low,F,Family,Low,PG,Medium,Poor
Low,C,Comedy,Average,PG-13,High,Below_Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Thriller,Low,R,Medium,Average
Low,F,Horror,Low,R,Medium,Average
High,D,Comedy,Average,PG-13,Medium,Average
Average,D,Comedy,Low,PG-13,Medium,Poor
Low,F,Family,Low,PG,Medium,Below_Average
Average,C,Sci-Fi,Average,PG-13,Medium,Average
Low,F,Drama,High,R,Medium,Above_Average
Low,A,Family,High,PG-13,Medium,Average
Low,D,Drama,High,R,Medium,Good
High,C,Drama,High,R,Medium,Good
Low,F,Drama,Average,PG-13,Medium,Average
Low,F,Romance,Average,PG-13,Medium,Average
Low,F,Romance,High,R,Medium,Average
High,D,Drama,High,R,Medium,Good
Low,D,Drama,High,PG-13,Medium,Good
Average,C,Thriller,Average,R,Medium,Average
Low,F,Family,Average,PG,High,Poor
Low,F,Horror,High,R,Medium,Below_Average
Low,F,Animation,Average,G,Medium,Average
Low,F,Horror,High,PG-13,Medium,Above_Average
Low,F,Family,Average,PG,Medium,Average
Low,C,Thriller,High,R,Medium,Above_Average
Average,F,Thriller,High,R,Medium,Good
Low,F,Comedy,Average,PG-13,Medium,Average
Low,F,Comedy,Average,PG-13,High,Poor
Low,F,Family,Average,PG,Medium,Average
Average,C,Comedy,High,R,Medium,Average
Low,F,Action,High,R,Medium,Above_Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Romance,Average,PG-13,Medium,Average
Low,D,Family,High,PG,Medium,Above_Average
Average,A,Family,High,PG,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,D,Thriller,High,R,Medium,Average
Low,C,Horror,Average,R,Medium,Below_Average
Low,A,Comedy,High,PG-13,Medium,Above_Average
High,C,Drama,High,R,Medium,Good
Low,F,Family,Average,PG,Medium,Below_Average
Low,D,Family,Average,PG,Medium,Average
Low,D,Drama,High,R,Medium,Good
Low,F,Comedy,Average,R,Medium,Average
Low,B,Thriller,High,R,Medium,Average
Average,F,Thriller,Average,R,Medium,Average
Low,F,Drama,High,R,Medium,Good
Low,F,Animation,Low,PG,Medium,Below_Average
Low,F,Animation,Low,PG,Medium,Below_Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Family,Average,PG,Medium,Average
Low,D,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Drama,Average,PG,Medium,Above_Average
Low,D,Family,Average,PG,Medium,Below_Average
Low,F,Horror,Average,R,Medium,Below_Average
Low,F,Comedy,Average,R,Medium,Below_Average
Low,F,Thriller,Average,R,Medium,Below_Average
Average,D,Romance,High,PG-13,Medium,Above_Average
Low,C,Comedy,High,PG-13,Medium,Average
Low,F,Horror,Average,PG-13,Medium,Poor
Low,A,Drama,High,PG,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Awful
Low,D,Drama,High,R,Medium,Excellent
Low,D,Comedy,Average,PG-13,Medium,Average
Low,F,Thriller,Average,R,Medium,Average
Low,C,Drama,Average,R,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Medium,Average
Low,C,Drama,Average,R,Medium,Average
Low,A,Comedy,Average,PG-13,Medium,Average
Average,C,Action,High,PG-13,Medium,Average
Low,D,Thriller,Average,PG-13,Medium,Average
Low,F,Horror,Average,R,Medium,Below_Average
Low,B,Thriller,Average,R,Medium,Average
Low,D,Thriller,High,R,Medium,Above_Average
Low,D,Comedy,High,R,Medium,Average
Low,F,Family,Low,PG,Medium,Below_Average
Low,F,Drama,Low,R,Medium,Below_Average
Low,F,Thriller,Average,PG-13,Medium,Below_Average
Low,F,Horror,Average,R,Low,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,F,Horror,Low,R,Medium,Poor
Low,F,Comedy,High,R,Medium,Average
Low,F,Thriller,Low,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Horror,Average,PG-13,Medium,Poor
Average,F,Drama,Low,R,Medium,Above_Average
Average,F,Drama,Average,R,Medium,Average
Low,C,Drama,Average,PG-13,Medium,Above_Average
Average,D,Drama,Average,PG-13,Medium,Above_Average
Low,F,Romance,High,PG-13,Medium,Above_Average
Low,B,Drama,High,PG-13,Medium,Good
Low,F,Action,Average,PG,Medium,Above_Average
Low,C,Action,Low,R,Medium,Average
Low,C,Thriller,Low,PG-13,Medium,Poor
Low,F,Thriller,Low,PG-13,Medium,Average
Low,F,Horror,Average,PG-13,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Average
Low,D,Thriller,Average,R,Medium,Below_Average
Average,F,Comedy,Low,R,Medium,Average
Low,F,Thriller,Low,R,Medium,Below_Average
Low,D,Drama,High,R,Medium,Above_Average
Low,F,Thriller,Low,PG-13,Medium,Poor
Low,F,Comedy,Low,R,Medium,Poor
Low,F,Sci-Fi,Average,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Average,F,Horror,Average,R,Medium,Awful
Low,F,Drama,Low,PG-13,Medium,Above_Average
Low,D,Drama,Average,R,Medium,Average
Low,F,Comedy,Low,R,Medium,Below_Average
Low,D,Thriller,High,R,Medium,Below_Average
Average,F,Thriller,Low,PG-13,Medium,Poor
Average,C,Romance,Average,R,Medium,Above_Average
High,D,Sci-Fi,Average,PG,Medium,Above_Average
High,D,Drama,High,PG,Medium,Above_Average
Low,F,Thriller,Average,PG-13,High,Below_Average
Low,F,Horror,High,R,Medium,Average
Low,C,Action,Low,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,D,Comedy,High,R,Medium,Average
Low,F,Romance,Average,PG,Low,Average
Average,D,Comedy,High,R,Medium,Above_Average
Low,D,Romance,Average,R,Medium,Above_Average
Low,A,Horror,Average,R,Medium,Poor
Average,F,Comedy,Low,PG,Medium,Average
Low,F,Comedy,High,R,Medium,Average
Low,C,Comedy,High,R,Medium,Average
Low,F,Thriller,Low,PG-13,Medium,Below_Average
Average,D,Drama,High,R,Medium,Above_Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Family,Low,G,Medium,Average
Low,F,Family,Low,G,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Comedy,Low,R,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Low,F,Horror,Average,R,Medium,Below_Average
High,C,Drama,Low,PG-13,Medium,Average
Low,C,Family,Low,PG,Medium,Awful
Low,D,Thriller,High,R,Medium,Average
Low,D,Horror,High,R,Medium,Above_Average
Low,D,Comedy,High,PG-13,Medium,Average
Average,D,Sci-Fi,High,PG,Medium,Good
Low,D,Thriller,High,R,Medium,Average
Low,F,Comedy,High,PG-13,Medium,Average
Low,F,Horror,High,R,Medium,Average
Low,A,Drama,High,R,Medium,Above_Average
Low,D,Horror,High,R,Medium,Above_Average
Average,C,Comedy,Low,PG-13,Medium,Average
Low,C,Sci-Fi,High,R,Medium,Good
Low,C,Thriller,Average,R,Medium,Average
Low,C,Comedy,Low,PG-13,Medium,Average
Low,F,Comedy,Average,PG-13,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Horror,Average,PG-13,Medium,Awful
Low,B,Drama,Average,PG-13,Medium,Average
Low,F,Family,Low,PG,Medium,Below_Average
Low,F,Action,Low,R,Medium,Average
Low,F,Drama,Low,PG-13,Medium,Average
Low,F,Horror,High,PG-13,Medium,Average
Low,F,Sci-Fi,High,PG,Medium,Above_Average
Low,F,Thriller,High,PG-13,Medium,Above_Average
Low,F,Comedy,High,R,Medium,Above_Average
Low,F,Family,Average,PG,Medium,Average
Low,F,Family,Average,G,Medium,Above_Average
Low,D,Family,Average,PG,Medium,Average
High,C,Romance,Average,PG-13,High,Above_Average
Low,F,Sci-Fi,Average,PG-13,Medium,Poor
Average,F,Comedy,Average,PG,Medium,Above_Average
Low,F,Thriller,Average,PG-13,Medium,Below_Average
Low,F,Drama,High,PG-13,Medium,Above_Average
Low,F,Drama,Low,PG-13,Medium,Below_Average
Low,F,Thriller,Average,R,Medium,Average
Low,D,Thriller,Average,R,Medium,Average
Low,F,Comedy,Average,R,Medium,Poor
Low,F,Comedy,Average,PG-13,Medium,Average
Low,D,Horror,Average,PG-13,High,Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Family,Low,PG,Medium,Average
Low,F,Thriller,Average,R,Medium,Average
Low,D,Comedy,High,R,Medium,Average
Low,C,Sci-Fi,High,PG-13,High,Average
Low,F,Thriller,Average,PG-13,Medium,Below_Average
Low,B,Thriller,High,R,Medium,Average
Average,F,Comedy,Average,R,Medium,Average
Low,F,Sci-Fi,Average,PG-13,Medium,Awful
Low,F,Sci-Fi,Low,PG-13,Medium,Poor
Average,F,Comedy,Low,G,Medium,Average
Low,F,Family,Low,PG,Medium,Awful
Low,D,Comedy,Average,R,Low,Average
Low,F,Thriller,Low,PG-13,Medium,Below_Average
Average,F,Thriller,Low,PG,Medium,Above_Average
Low,C,Thriller,Average,R,Medium,Below_Average
Low,C,Thriller,High,R,Medium,Average
Low,F,Thriller,High,R,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Average
Low,D,Thriller,Average,R,Medium,Above_Average
High,F,Comedy,Average,R,Medium,Average
High,C,Thriller,Low,PG,Medium,Below_Average
Average,F,Animation,High,R,Medium,Above_Average
Low,C,Comedy,High,R,Low,Above_Average
Low,F,Family,Average,PG,Medium,Poor
Low,C,Drama,Average,PG-13,Medium,Average
Average,A,Comedy,High,R,Medium,Above_Average
Low,F,Drama,High,PG-13,Medium,Average
Low,F,Horror,Low,R,Medium,Poor
Low,F,Comedy,Average,R,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Average
Low,D,Romance,Low,PG-13,Medium,Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,A,Drama,Average,PG-13,Medium,Average
Low,F,Comedy,Low,R,High,Below_Average
High,D,Action,High,PG,Medium,Good
Low,F,Family,High,PG,Medium,Average
High,F,Sci-Fi,High,PG,Medium,Above_Average
Low,C,Horror,Average,PG-13,Medium,Poor
High,F,Thriller,High,R,Medium,Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Average,D,Horror,High,R,Medium,Good
Low,F,Comedy,High,PG-13,Medium,Above_Average
Low,F,Documentary,Average,R,Medium,Above_Average
Low,F,Horror,Average,PG,Medium,Below_Average
Low,F,Family,Low,PG,Medium,Awful
Low,F,Horror,High,R,Medium,Above_Average
Low,F,Family,Average,PG,Medium,Poor
Low,F,Comedy,Average,R,Medium,Poor
Low,F,Thriller,High,PG-13,Medium,Average
Low,F,Comedy,High,PG-13,High,Above_Average
Average,F,Sci-Fi,High,PG-13,Medium,Below_Average
Low,F,Thriller,Average,PG-13,Medium,Above_Average
Average,F,Comedy,High,PG-13,High,Below_Average
Average,D,Comedy,High,R,Medium,Above_Average
Low,F,Family,Average,PG,Medium,Above_Average
Low,F,Family,Average,PG,Medium,Below_Average
Low,F,Drama,High,R,Medium,Good
Low,F,Comedy,Average,PG-13,Medium,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
High,A,Romance,High,PG-13,Medium,Above_Average
Low,F,Comedy,Low,PG-13,Medium,Poor
Average,F,Thriller,High,R,Low,Above_Average
Low,D,Comedy,Low,R,Medium,Average
Low,F,Comedy,Average,PG-13,Medium,Awful
Low,F,Animation,Low,G,Medium,Below_Average
Low,F,Animation,Low,G,Medium,Below_Average
Low,F,Horror,Average,PG-13,Medium,Poor
Low,F,Thriller,Average,PG-13,Medium,Below_Average
Low,F,Animation,Low,G,Medium,Average
Low,F,Family,Low,PG,Medium,Average
Low,F,Comedy,High,PG-13,Medium,Awful
Average,F,Romance,High,R,Medium,Average
Average,F,Drama,High,R,Medium,Good
Low,F,Thriller,Average,PG-13,Medium,Average
Low,F,Horror,Average,PG-13,Medium,Below_Average
Low,F,Comedy,Low,R,Medium,Below_Average
Low,C,Sci-Fi,Average,PG,Medium,Average
Low,A,Thriller,Average,PG-13,Medium,Average
Low,F,Sci-Fi,Low,PG,Medium,Below_Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Drama,Low,PG,Medium,Average
Low,F,Comedy,Average,PG-13,Medium,Awful
Low,F,Comedy,Average,R,Medium,Average
Low,C,Drama,High,PG-13,Medium,Above_Average
Average,F,Comedy,High,R,Medium,Above_Average
Low,F,Horror,Average,R,Low,Poor
Low,D,Thriller,Average,R,Medium,Average
Low,A,Comedy,Average,PG-13,Medium,Awful
Low,C,Action,Low,PG-13,Medium,Average
Average,D,Drama,High,R,Medium,Above_Average
Low,F,Drama,Low,PG-13,Medium,Average
Low,F,Horror,Average,R,High,Below_Average
Low,F,Comedy,Average,R,Medium,Average
Low,D,Thriller,High,R,Medium,Average
Low,F,Thriller,Average,R,Medium,Average
Low,F,Thriller,Low,R,Medium,Average
Average,D,Sci-Fi,High,R,Medium,Good
Low,F,Family,Average,PG,Medium,Below_Average
Average,C,Thriller,High,R,Medium,Average
Low,F,Family,Low,PG,Medium,Below_Average
Low,F,Comedy,High,R,Medium,Average
Low,F,Horror,Average,PG-13,Low,Below_Average
Low,F,Animation,Low,PG,Medium,Below_Average
Low,F,Horror,Average,PG-13,Medium,Below_Average
Low,A,Family,Low,PG,High,Poor
Average,F,Comedy,Average,R,Medium,Average
Low,F,Sci-Fi,Low,PG-13,Medium,Above_Average
Low,F,Horror,Average,R,Medium,Average
High,F,Horror,High,R,Low,Good
Low,F,Comedy,Average,R,High,Below_Average
Low,D,Romance,Average,PG-13,Medium,Average
Low,F,Comedy,Average,R,Medium,Below_Average
Low,F,Comedy,Low,PG,Medium,Below_Average
Average,F,Romance,Average,PG-13,Medium,Above_Average
Low,F,Family,Low,PG,Medium,Average
Low,D,Drama,High,R,Medium,Above_Average
Low,C,Drama,High,R,Medium,Good
Average,F,Comedy,Average,PG-13,Medium,Below_Average
Low,C,Horror,High,R,Medium,Above_Average
Low,F,Animation,Low,G,Medium,Average
Low,C,Comedy,Low,PG-13,Medium,Average
Low,F,Family,Low,G,High,Poor
Average,F,Drama,Average,PG-13,Medium,Above_Average
Low,F,Drama,High,R,Medium,Above_Average
Low,F,Thriller,Low,PG-13,Medium,Below_Average
Average,C,Romance,High,PG-13,High,Below_Average
Low,F,Comedy,Low,PG-13,Medium,Below_Average
Low,F,Comedy,Average,PG-13,Medium,Below_Average
